http://genome.ucsc.edu/cgi-bin/hgTracks?hgS_doOtherUser=submit&hgS_otherUserName=Tomkap&hgS_otherUserSessionName=ZLD,,,,,,,,,,,,,,,,,,,
PID,Chr,From,To,Peak,Height,Label,Link,Genes,Dists,TSS_gene,TSS_dist,St3_Height,St4_Height,St5_Height,Slope,Dynamics,Max_3_to_1_contamination,Max_1_to_3_contamination,DNaseI_st5
96,chr2R,14187570,14187890,14187720,3369.6,Intergenic,http://genome.ucsc.edu/cgi-bin/hgTracks?position=chr2R:14182570-14192890,"CG18540,CG18539,CG18538,","-181,-1334,-2464,", CG18540 ,758,1739,3645.5,4724.1,1.44, // ,0.3681,2.7165,140.536
97,chr3L,14965440,14965800,14965620,3229.3,Promoter,http://genome.ucsc.edu/cgi-bin/hgTracks?position=chr3L:14960440-14970800,"Brd,Tom,Ocho,","148,-2203,2327,", Brd ,148,3063.1,3026.5,3618.3,0.24, -- ,0.8466,1.1813,662.0431
98,chr2R,9443140,9443510,9443320,3301.2,Promoter,http://genome.ucsc.edu/cgi-bin/hgTracks?position=chr2R:9438140-9448510,"CG13333,Roe1,CG33156,","77,-209,-2654,", CG13333 ,77,2259.2,3692.7,3957,0.81, /- ,0.5709,1.7515,597.6002
99,chr3R,18614920,18615300,18615110,3108.7,UTR5,http://genome.ucsc.edu/cgi-bin/hgTracks?position=chr3R:18609920-18620300,"CG7029,CG7023,CG7031,","0,-13012,14902,", CG7029 ,4905,2998.7,2692.1,3670.4,0.29, -/ ,0.817,1.224,116.2452
100,chrX,486860,487460,487030,3106.6,Intronic,http://genome.ucsc.edu/cgi-bin/hgTracks?position=chrX:481860-492460,"vnd,Appl,CG13366,","0,-14858,17548,", vnd ,1956,4225.7,2720.8,2382.1,-0.83, \- ,1.7739,0.5637,103.0895
101,chr3L,11920330,11920700,11920520,3155.2,Intergenic,http://genome.ucsc.edu/cgi-bin/hgTracks?position=chr3L:11915330-11925700,"CG5718,byn,CG11588,","-2663,3960,-4969,", CG5718 ,2663,2194.7,3449.4,3863.8,0.82, /- ,0.568,1.7605,112.6911
102,chrX,20565110,20565470,20565290,3127.8,Promoter,http://genome.ucsc.edu/cgi-bin/hgTracks?position=chrX:20560110-20570470,"run,hydra,CG1835,","177,-17339,-23423,", run ,177,3263.2,3098.1,3058.3,-0.09, -- ,1.067,0.9372,379.8703
103,chr2L,22151340,22151850,22151650,3034.2,Promoter,http://genome.ucsc.edu/cgi-bin/hgTracks?position=chr2L:22146340-22156850,"CG6448,CG34137,CG15216,","0,0,9649,", CG34137 ,28,3670,2799.7,2713.3,-0.44, \- ,1.3526,0.7393,69.2586
104,chr2R,15556510,15556880,15556700,3026.8,Promoter,http://genome.ucsc.edu/cgi-bin/hgTracks?position=chr2R:15551510-15561880,"hrg,isopeptidase-T-3,CG11018,","0,1423,-5457,", hrg ,135,4013,2822,2388.4,-0.75, \- ,1.6802,0.5952,179.6899
105,chr2L,18598150,18598520,18598330,3110.9,Intergenic,http://genome.ucsc.edu/cgi-bin/hgTracks?position=chr2L:18593150-18603520,"amos,CG10413,CG15160,","-1130,1418,-2899,", amos ,1130,3300.2,2852.2,3180.1,-0.05, -- ,1.0378,0.9636,100.4068
106,chrX,11882900,11883490,11883080,3022.2,Promoter,http://genome.ucsc.edu/cgi-bin/hgTracks?position=chrX:11877900-11888490,"tsg,CG18130,gd,","-134,1065,-1300,", tsg ,134,4054.5,2530.5,2501.7,-0.7, \- ,1.6207,0.617,42.9157
107,chr3R,26677490,26678130,26677770,3009,Promoter,http://genome.ucsc.edu/cgi-bin/hgTracks?position=chr3R:26672490-26683130,"tll,CG15544,Cpr100A,","266,-10014,15474,", tll ,266,2840.1,2836.8,3419.8,0.27, -/ ,0.8305,1.2041,267.5677
108,chr3R,8471580,8471900,8471760,3055.9,Intergenic,http://genome.ucsc.edu/cgi-bin/hgTracks?position=chr3R:8466580-8476900,"CG6234,CG6753,CG11608,","2021,-3465,-6091,", CG6234 ,2021,2128.8,3639.7,3419.3,0.68, /- ,0.6226,1.6062,320.927
109,chr3L,18008240,18008620,18008420,3005.7,Intronic,http://genome.ucsc.edu/cgi-bin/hgTracks?position=chr3L:18003240-18013620,"Eip75B,CG32192,CG32193,","0,24996,-49640,", Eip75B ,15499,3858.2,2528.9,2668.7,-0.53, \- ,1.4457,0.6917,61.3487
110,chr2L,15485600,15485960,15485760,3223.1,Intronic,http://genome.ucsc.edu/cgi-bin/hgTracks?position=chr2L:15480600-15490960,"Tim17b2,sna,lace,","0,-7491,13349,", Tim17b2 ,993,3365.4,3070,3234.5,-0.06, -- ,1.0405,0.9611,90.4205
111,chrX,11216850,11217220,11217030,3112.8,Intergenic,http://genome.ucsc.edu/cgi-bin/hgTracks?position=chrX:11211850-11222220,"sisA,l(1)10Bb,CG1657,","-651,1300,2464,", sisA ,651,4650.3,2618,2216.8,-1.07, \- ,2.0978,0.4767,124.9149
112,chr3L,9777110,9777630,9777310,2993.1,CDS,http://genome.ucsc.edu/cgi-bin/hgTracks?position=chr3L:9772110-9782630,"CG8177,CG14168,Ilp1,","0,4365,14223,", CG8177 ,9938,2465.9,3326.5,3489.1,0.5, /- ,0.7068,1.4149,82.3256
113,chr3L,17408790,17409140,17408970,3181.3,Promoter,http://genome.ucsc.edu/cgi-bin/hgTracks?position=chr3L:17403790-17414140,"blot,sec3,CG7630,","0,5909,9617,", blot ,109,1757.6,3695.3,4090.9,1.22, // ,0.4296,2.3276,400.6009
114,chrX,13541370,13541710,13541530,3264,Intronic,http://genome.ucsc.edu/cgi-bin/hgTracks?position=chrX:13536370-13546710,"NFAT,Lig4,CG11164,","0,17080,20525,", NFAT ,2314,3351.4,3130.4,3387.2,0.02, -- ,0.9894,1.0107,51.4487
115,chr3L,4697350,4697680,4697500,3302.8,Promoter,http://genome.ucsc.edu/cgi-bin/hgTracks?position=chr3L:4692350-4702680,"Gef64C,CG13713,CG15876,","0,178,-2677,", CG13713 ,178,5672.8,2447.8,1829.5,-1.63, \- ,3.1008,0.3225,47.2362
116,chr2L,3610660,3611140,3610840,2942.7,Intergenic,http://genome.ucsc.edu/cgi-bin/hgTracks?position=chr2L:3605660-3616140,"odd,Dot,CG15418,","-4092,8350,10249,", odd ,4092,3033.5,3138.4,2658.4,-0.19, -- ,1.1411,0.8764,138.2495
117,chr2L,8846720,8847040,8846890,3044.4,Intergenic,http://genome.ucsc.edu/cgi-bin/hgTracks?position=chr2L:8841720-8852040,"CG32986,CG32987,SoxN,","15916,16951,-17220,", CG32986 ,15916,1683.5,2925.9,4527.9,1.43, // ,0.3718,2.6897,273.8389
118,chr3R,13651820,13652410,13652050,2931.1,Intronic,http://genome.ucsc.edu/cgi-bin/hgTracks?position=chr3R:13646820-13657410,"CG31246,CG18012,CG7357,","0,-15196,-17104,", CG31246 ,14785,2174.7,3159,3462.2,0.67, /- ,0.6281,1.592,225.2722
119,chr3L,4062030,4062350,4062210,3407.8,Promoter,http://genome.ucsc.edu/cgi-bin/hgTracks?position=chr3L:4057030-4067350,"dib,CG18869,wit,","93,-287,1935,", dib ,93,3024.6,2931.2,4267.6,0.5, -/ ,0.7087,1.411,226.9038
120,chrX,6934340,6934740,6934560,2912.2,Promoter,http://genome.ucsc.edu/cgi-bin/hgTracks?position=chrX:6929340-6939740,"CG14427,CG12541,nullo,","80,-4522,8950,", CG14427 ,80,3278,2583.5,2905.5,-0.17, \- ,1.1282,0.8864,244.4751
121,chr2L,15478250,15478620,15478410,2906.1,Promoter,http://genome.ucsc.edu/cgi-bin/hgTracks?position=chr2L:15473250-15483620,"sna,Tim17b2,lace,","-141,6357,20699,", sna ,141,3254.3,2791.8,2673.3,-0.28, -- ,1.2173,0.8215,202.3969
122,chrX,3756030,3756400,3756220,2901,Intergenic,http://genome.ucsc.edu/cgi-bin/hgTracks?position=chrX:3751030-3761400,"yin,ec,CG34336,","775,-4562,6799,", yin ,4530,2217.7,3041.4,3467.3,0.64, /- ,0.6396,1.5635,478.5223
123,chr2R,10199850,10200380,10200030,2893.8,Intronic,http://genome.ucsc.edu/cgi-bin/hgTracks?position=chr2R:10194850-10205380,"CG34379,CG8589,Ih,","0,-10172,-13617,", CG34379 ,4364,1485.6,3240.1,4005.1,1.43, // ,0.3709,2.6959,348.2069
124,chr3R,864540,865190,865010,2889,Intergenic,http://genome.ucsc.edu/cgi-bin/hgTracks?position=chr3R:859540-870190,"CG2022,corto,CG14662,","-28257,44332,-55056,", CG2022 ,28257,910.6,3795.5,3963.9,2.12, /- ,0.2297,4.3528,287.1541
125,chrX,9982110,9982480,9982300,2888.7,Intronic,http://genome.ucsc.edu/cgi-bin/hgTracks?position=chrX:9977110-9987480,"CG34104,CG2974,CG2972,","0,-2096,-3217,", CG34104 ,1735,2965.3,2861.7,2839.2,-0.06, -- ,1.0444,0.9575,189.0114
126,chr2R,17080300,17080640,17080480,2955.4,Intergenic,http://genome.ucsc.edu/cgi-bin/hgTracks?position=chr2R:17075300-17085640,"tud,CG15658,Glycogenin,","-577,597,7511,", CG15658 ,597,3652.2,2747.8,2620.6,-0.48, \- ,1.3936,0.7176,72.0765
127,chr3R,15176150,15176530,15176340,2855.4,Intergenic,http://genome.ucsc.edu/cgi-bin/hgTracks?position=chr3R:15171150-15181530,"Ino80,CG3581,Dl,","18376,23138,-24405,", CG3581 ,24131,1776.8,2951.8,3837.4,1.11, // ,0.463,2.1597,342.0879
128,chrX,6716910,6717250,6717070,3129.6,UTR5,http://genome.ucsc.edu/cgi-bin/hgTracks?position=chrX:6711910-6722250,"CG4542,Smg1,CG3075,","0,1600,-2122,", Smg1 ,1600,3051.3,3043,3327.2,0.12, -- ,0.9171,1.0904,419.8442
129,chr3R,2570320,2570730,2570510,2838.7,Intergenic,http://genome.ucsc.edu/cgi-bin/hgTracks?position=chr3R:2565320-2575730,"zen2,CG34297,pb,","-648,2303,-2725,", zen2 ,648,4655.5,2173.3,1969.1,-1.24, \- ,2.3643,0.423,16.7399
130,chr3R,12907860,12908190,12908030,3269.1,Promoter,http://genome.ucsc.edu/cgi-bin/hgTracks?position=chr3R:12902860-12913190,"kuk,Keap1,GckIII,","0,-2365,3225,", kuk ,81,2760.8,3581.9,3481.6,0.33, /- ,0.793,1.2611,192.2716
131,chr2R,11785490,11785860,11785680,2837.1,Intronic,http://genome.ucsc.edu/cgi-bin/hgTracks?position=chr2R:11780490-11790860,"sli,CG33463,CG8291,","0,-1748,24864,", CG33463 ,1748,1556.8,3058.9,3932.4,1.34, // ,0.3959,2.526,296.7045
132,chr3R,8897860,8898220,8898030,3097.9,Promoter,http://genome.ucsc.edu/cgi-bin/hgTracks?position=chr3R:8892860-8903220,"sim,DDB1,timeout,","0,-15576,16342,", sim ,93,2159.2,2855.4,4279.1,0.99, // ,0.5046,1.9818,184.3544
133,chr3R,2643790,2644100,2643930,3160.4,Intergenic,http://genome.ucsc.edu/cgi-bin/hgTracks?position=chr3R:2638790-2649100,"Scr,Dfd,ftz,","4911,-15777,46115,", Dfd ,26373,2760.1,3149,3598.3,0.38, -- ,0.767,1.3037,124.6896
134,chr3R,173810,174610,174210,2798.7,Intergenic,http://genome.ucsc.edu/cgi-bin/hgTracks?position=chr3R:168810-179610,"hkb,CG1103,CG9772,","-1838,-8570,-8923,", hkb ,1838,2134,2946,3316.3,0.64, /- ,0.6435,1.554,166.1374
135,chr3R,16118560,16119060,16118790,2787.9,Promoter,http://genome.ucsc.edu/cgi-bin/hgTracks?position=chr3R:16113560-16124060,"cic,CG5060,CG4367,","196,-1950,11009,", cic ,196,1431.5,3147.9,3797.4,1.41, // ,0.377,2.6527,369.7433
136,chr2R,17411300,17411610,17411450,3073.6,Intronic,http://genome.ucsc.edu/cgi-bin/hgTracks?position=chr2R:17406300-17416610,"Egfr,CG30289,CG30288,","0,-2112,-3576,", Egfr ,941,2025.8,3192.9,4019.4,0.99, // ,0.504,1.9841,314.924
137,chr2L,17222110,17222470,17222290,3010.2,Intronic,http://genome.ucsc.edu/cgi-bin/hgTracks?position=chr2L:17217110-17227470,"beat-IIIc,Gr36d,Gr36c,","0,-38636,-40658,", beat-IIIc ,38442,2582.2,3180.8,3267.7,0.34, /- ,0.7902,1.2654,67.8725
138,chr2L,13904190,13904520,13904370,2823,Promoter,http://genome.ucsc.edu/cgi-bin/hgTracks?position=chr2L:13899190-13909520,"Smg5,Ance,Ance-2,","0,1274,5269,", Smg5 ,11,2439.2,3085.9,2943.9,0.27, /- ,0.8286,1.2069,343.8634
139,chr2R,6732140,6732470,6732310,3173.3,Intronic,http://genome.ucsc.edu/cgi-bin/hgTracks?position=chr2R:6727140-6737470,"CG30015,CG7686,CG12344,","0,-6079,-10569,", CG30015 ,782,1570.1,3350.9,4598.9,1.55, // ,0.3414,2.929,104.1911
140,chr3R,11897850,11898190,11898030,3061.8,Intronic,http://genome.ucsc.edu/cgi-bin/hgTracks?position=chr3R:11892850-11903190,"Mhcl,CG10185,CG32855,","0,-4796,6818,", Mhcl ,3856,1100.3,3287.3,4797.9,2.12, // ,0.2293,4.3605,928.4526
141,chr3R,8208410,8208740,8208570,3126.2,Promoter,http://genome.ucsc.edu/cgi-bin/hgTracks?position=chr3R:8203410-8213740,"CG10035,CG17639,GstD8,","-158,512,-2030,", CG10035 ,158,1842.8,3304.8,4231,1.2, // ,0.4355,2.296,877.5055
142,chr3L,22059750,22060240,22059990,2745.7,UTR3,http://genome.ucsc.edu/cgi-bin/hgTracks?position=chr3L:22054750-22065240,"CG14561,CG7139,TyrR,","0,353,-1609,", CG14561 ,949,3355.1,2551.7,2698.5,-0.31, \- ,1.2433,0.8043,297.7932
143,chr3L,9034240,9034580,9034410,3076.3,Promoter,http://genome.ucsc.edu/cgi-bin/hgTracks?position=chr3L:9029240-9039580,"Doc1,CG5144,Argk,","66,6129,7551,", Doc1 ,66,1214.4,3486.5,4527.9,1.9, // ,0.2682,3.7284,337.0549
144,chrX,13124060,13124390,13124220,2991.5,Intronic,http://genome.ucsc.edu/cgi-bin/hgTracks?position=chrX:13119060-13129390,"mew,CG32639,REG,","0,5907,-16206,", CG32639 ,6336,2211.8,3007.5,3764.8,0.77, // ,0.5875,1.7022,200.4332
145,chrX,1717840,1718230,1718020,2729.4,Intergenic,http://genome.ucsc.edu/cgi-bin/hgTracks?position=chrX:1712840-1723230,"CG14799,CG14811,CG14810,","1672,-1837,-3646,", CG14799 ,1672,3141.7,2710.2,2386.1,-0.4, -- ,1.3167,0.7595,162.9706
146,chr3R,10478070,10478420,10478250,2976.4,Intronic,http://genome.ucsc.edu/cgi-bin/hgTracks?position=chr3R:10473070-10483420,"l(3)L1231,CG3505,CG3508,","0,4942,6912,", l(3)L1231 ,3173,844.7,3338.7,4745.9,2.49, // ,0.178,5.6185,394.62
147,chr2R,9083630,9083990,9083820,2929.2,Intronic,http://genome.ucsc.edu/cgi-bin/hgTracks?position=chr2R:9078630-9088990,"CG33182,Aats-val,seq,","0,2535,-6241,", CG33182 ,1961,1257.4,3389,4148.1,1.72, // ,0.3031,3.2989,115.7973
148,chr2L,1421670,1422010,1421850,2920.1,Intergenic,http://genome.ucsc.edu/cgi-bin/hgTracks?position=chr2L:1416670-1427010,"lea,CG14346,NLaz,","-1401,-52803,-60118,", lea ,1401,1857.6,2820.4,4092.6,1.14, // ,0.4539,2.2032,316.3399
149,chr3R,16399770,16400110,16399940,3040.5,Intergenic,http://genome.ucsc.edu/cgi-bin/hgTracks?position=chr3R:16394770-16405110,"TFAM,CG5191,CG5412,","1132,-1304,2789,", CG5412 ,2789,2071,3046.1,4006.8,0.95, // ,0.5169,1.9347,241.0653
150,chr3R,11474800,11475120,11474970,3264.4,Intergenic,http://genome.ucsc.edu/cgi-bin/hgTracks?position=chr3R:11469800-11480120,"CG5302,pxb,CG31446,","-9993,16937,43840,", CG5302 ,16366,2785.3,3438.8,3569.1,0.36, /- ,0.7804,1.2814,45.2467
151,chr3L,11236450,11236810,11236630,2914.3,Intergenic,http://genome.ucsc.edu/cgi-bin/hgTracks?position=chr3L:11231450-11241810,"CG6185,scyl,CG34240,","-7592,8778,-13895,", CG6185 ,7592,1767.2,2974.1,4001.6,1.18, // ,0.4416,2.2644,194.2638
152,chrX,2119720,2120030,2119860,3075.3,Promoter,http://genome.ucsc.edu/cgi-bin/hgTracks?position=chrX:2114720-2125030,"pcx,CG14052,Vinc,","0,-1162,-3368,", pcx ,117,3434.4,3274,2549.7,-0.43, -\ ,1.347,0.7424,97.6352
153,chr3L,14937360,14937710,14937520,3084,Promoter,http://genome.ucsc.edu/cgi-bin/hgTracks?position=chr3L:14932360-14942710,"CG13465,BobA,CG42247,","-128,1078,-1512,", CG13465 ,128,2316.2,3010.6,3925,0.76, // ,0.5901,1.6945,193.0481
154,chr3R,6452360,6452690,6452500,2758.9,Intronic,http://genome.ucsc.edu/cgi-bin/hgTracks?position=chr3R:6447360-6457690,"hth,CG34304,CG6465,","0,29667,48780,", hth ,11886,1230,2879.7,4187,1.77, // ,0.2938,3.4041,262.6895
155,chr2R,17433770,17434190,17433950,2694.6,Intronic,http://genome.ucsc.edu/cgi-bin/hgTracks?position=chr2R:17428770-17439190,"Egfr,CG30283,CG33226,","0,-5872,-7152,", Egfr ,1123,1870.2,2996.9,3251.1,0.8, /- ,0.5753,1.7384,181.3692
156,chr3L,8664030,8664730,8664200,2713.9,Intergenic,http://genome.ucsc.edu/cgi-bin/hgTracks?position=chr3L:8659030-8669730,"h,CG6486,Arr2,","4658,-20089,-22164,", h ,4658,3320.2,2850.6,2053.2,-0.69, -\ ,1.6171,0.6184,124.3913
157,chr2L,8809880,8810230,8810070,2945.2,Intergenic,http://genome.ucsc.edu/cgi-bin/hgTracks?position=chr2L:8804880-8815230,"SoxN,CG9468,CG9466,","15554,-28819,-33809,", SoxN ,15554,1313,3188.7,4334,1.72, // ,0.3029,3.3009,225.8889
158,chr2L,2814830,2815180,2815000,2805.4,CDS,http://genome.ucsc.edu/cgi-bin/hgTracks?position=chr2L:2809830-2820180,"CG15400,CG2964,Duox,","0,-571,969,", CG15400 ,760,2139.9,3077.4,3200.7,0.58, /- ,0.6686,1.4957,260.6606
159,chr2R,14178990,14179340,14179160,3143.8,Intronic,http://genome.ucsc.edu/cgi-bin/hgTracks?position=chr2R:14173990-14184340,"CG18536,CG14502,sbb,","0,0,-1803,", CG14502 ,677,2920.1,3340.3,3171,0.12, -- ,0.9209,1.0859,28.6728
160,chr3R,674590,675180,674770,2664,Intergenic,http://genome.ucsc.edu/cgi-bin/hgTracks?position=chr3R:669590-680180,"opa,CG14659,CG14658,","3764,-17785,-18538,", opa ,3764,1648.6,2941.2,3439.3,1.06, // ,0.4794,2.0861,401.9648
161,chr3L,20286110,20286540,20286340,2655.1,Intronic,http://genome.ucsc.edu/cgi-bin/hgTracks?position=chr3L:20281110-20291540,"gogo,CG6480,CG32226,","0,2557,3888,", gogo ,1891,3507,2608.9,1969.1,-0.83, \- ,1.781,0.5615,59.0592
162,chr2L,849880,850340,850150,2653.2,CDS,http://genome.ucsc.edu/cgi-bin/hgTracks?position=chr2L:844880-855340,"drongo,CG4291,kraken,","0,1094,2616,", drongo ,911,1561.2,3250.2,3148.1,1.01, /- ,0.4959,2.0165,726.4825
163,chrX,6986840,6987170,6987010,2651.6,Promoter,http://genome.ucsc.edu/cgi-bin/hgTracks?position=chrX:6981840-6992170,"Sxl,CG4615,CG4617,","0,5595,9572,", Sxl ,100,3201,2792.8,2011.4,-0.67, -\ ,1.5914,0.6284,43.0493
164,chr2L,2750700,2751040,2750880,2725.3,Intergenic,http://genome.ucsc.edu/cgi-bin/hgTracks?position=chr2L:2745700-2756040,"CG9894,Pgk,Cwc25,","1918,-2358,-3936,", CG9894 ,1918,1662,3088.5,3466.7,1.06, // ,0.4794,2.0859,747.77
165,chr3L,16482440,16482800,16482610,2924,Intronic,http://genome.ucsc.edu/cgi-bin/hgTracks?position=chr3L:16477440-16487800,"CG33158,CG32158,argos,","0,2326,-5809,", CG32158 ,5758,1439.7,3117.7,4216.2,1.55, // ,0.3415,2.9285,202.4024
166,chr2L,5000670,5001000,5000820,2631.3,Promoter,http://genome.ucsc.edu/cgi-bin/hgTracks?position=chr2L:4995670-5006000,"Rtnl1,CG34126,CG31917,","0,-8384,9113,", Rtnl1 ,478,1616.8,2612.7,3683,1.19, // ,0.439,2.278,502.2729
167,chr3L,1772710,1773070,1772870,2615.4,CDS,http://genome.ucsc.edu/cgi-bin/hgTracks?position=chr3L:1767710-1778070,"CG13933,Dhc62B,CG12018,","0,-1220,2762,", Dhc62B ,1220,2211,2858.5,2813.4,0.35, /- ,0.7859,1.2725,251.7968
168,chr3L,16018300,16018960,16018500,2607.5,Intronic,http://genome.ucsc.edu/cgi-bin/hgTracks?position=chr3L:16013300-16023960,"Notum,CG5895,th,","0,10086,13004,", Notum ,1921,1724.2,2939.6,3177.3,0.88, /- ,0.5427,1.8427,138.9403
169,chr3R,24687190,24687520,24687350,2883.1,Intronic,http://genome.ucsc.edu/cgi-bin/hgTracks?position=chr3R:24682190-24692520,"CG31048,inx3,CG33203,","0,-2435,8979,", inx3 ,2435,1311.5,3546.4,3798,1.53, /- ,0.3453,2.8959,288.5457
170,chr2L,16405900,16406400,16406210,2592.3,Intronic,http://genome.ucsc.edu/cgi-bin/hgTracks?position=chr2L:16400900-16411400,"CG5888,Idgf1,jhamt,","0,39069,-39233,", Idgf1 ,39069,3192.8,2540,2073.2,-0.62, \- ,1.5401,0.6493,81.8703
171,chr2R,7869460,7870140,7869870,2589,CDS,http://genome.ucsc.edu/cgi-bin/hgTracks?position=chr2R:7864460-7875140,"CG33145,RnrS,CG30037,","0,775,-1880,", CG33145 ,587,2258.4,2541.6,2975.3,0.4, -- ,0.7591,1.3174,288.3565
172,chr2R,4120890,4121420,4121140,2589.7,Intergenic,http://genome.ucsc.edu/cgi-bin/hgTracks?position=chr2R:4115890-4126420,"dpn,pnut,CG34217,","-1308,3633,-4911,", dpn ,1308,4027.1,2352.4,1389.6,-1.54, \\ ,2.8981,0.345,17.8386
173,chr2R,7078920,7079540,7079110,2567,Intronic,http://genome.ucsc.edu/cgi-bin/hgTracks?position=chr2R:7073920-7084540,"shn,CG9084,Syx6,","0,25807,27935,", shn ,7265,2423.7,2491.3,2786,0.2, -- ,0.87,1.1495,106.1923
174,chr2R,6373960,6374330,6374150,2565,Intronic,http://genome.ucsc.edu/cgi-bin/hgTracks?position=chr2R:6368960-6379330,"lola,CG17765,trsn,","0,-4752,-6538,", CG17765 ,6486,915.1,3061,3719,2.02, // ,0.2461,4.0641,567.6365
175,chr3L,14627760,14628110,14627940,2618.2,Intronic,http://genome.ucsc.edu/cgi-bin/hgTracks?position=chr3L:14622760-14633110,"dlp,RecQ5,CG9628,","0,-2767,-6666,", dlp ,2221,2991.3,2415,2459.3,-0.28, -- ,1.2163,0.8222,52.863
176,chr3R,465950,466280,466120,2905.8,Intronic,http://genome.ucsc.edu/cgi-bin/hgTracks?position=chr3R:460950-471280,"CG9775,MED31,CG18271,","0,1575,3101,", CG9775 ,637,2764.5,3171.2,2782.5,0.01, -- ,0.9935,1.0065,127.3515
177,chr3R,4855680,4856220,4856030,2551.2,Intronic,http://genome.ucsc.edu/cgi-bin/hgTracks?position=chr3R:4850680-4861220,"neur,hyx,tgo,","0,7970,-10291,", neur ,3419,2257.7,2688.4,2719,0.27, -- ,0.8303,1.2043,131.0255
178,chr2R,12183390,12183720,12183540,2548.4,CDS,http://genome.ucsc.edu/cgi-bin/hgTracks?position=chr2R:12178390-12188720,"Atg9,CG7747,CG30100,","0,-1909,-3780,", Atg9 ,1634,2593.4,2671.5,2394.1,-0.12, -- ,1.0832,0.9232,105.0668
179,chr2L,2164830,2165210,2165050,2967.8,Intronic,http://genome.ucsc.edu/cgi-bin/hgTracks?position=chr2L:2159830-2170210,"aop,CG15382,CG7263,","0,-8259,-9660,", aop ,3528,1198.9,2995.3,4716.7,1.98, // ,0.2542,3.9343,736.4296
180,chr2L,10058820,10059150,10058980,2555.4,CDS,http://genome.ucsc.edu/cgi-bin/hgTracks?position=chr2L:10053820-10064150,"Pen,CG4804,Cpr31A,","0,1916,-3045,", CG4804 ,1916,1859.8,3184.5,2642.4,0.51, /\ ,0.7038,1.4208,247.1795
181,chr3R,283960,284330,284160,2538.5,Intergenic,http://genome.ucsc.edu/cgi-bin/hgTracks?position=chr3R:278960-289330,"CG31522,CG31523,CG14650,","-5124,6978,-17110,", CG31522 ,5124,2769,2594.6,2283.1,-0.28, -- ,1.2128,0.8245,38.0354
182,chr3R,25866680,25867030,25866860,2596.9,Promoter,http://genome.ucsc.edu/cgi-bin/hgTracks?position=chr3R:25861680-25872030,"Sry-alpha,Sry-beta,janA,","76,-107,-1601,", Sry-alpha ,76,3111.3,2362.5,2347.8,-0.41, \- ,1.3252,0.7546,262.2101
183,chr3R,7177370,7178120,7177600,2518.4,Intergenic,http://genome.ucsc.edu/cgi-bin/hgTracks?position=chr3R:7172370-7183120,"KP78a,KP78b,pros,","-1233,-3437,20108,", KP78a ,1233,2047.3,2779.6,2749.9,0.43, /- ,0.7445,1.3432,497.2935
184,chr2L,10548670,10549010,10548840,2785.1,Intronic,http://genome.ucsc.edu/cgi-bin/hgTracks?position=chr2L:10543670-10554010,"Trim9,CG18302,CG18301,","0,-12525,-15264,", Trim9 ,3960,2460,2518.8,3376.4,0.46, -/ ,0.7286,1.3725,129.2444
185,chr3L,8826040,8826340,8826200,2821.4,Intronic,http://genome.ucsc.edu/cgi-bin/hgTracks?position=chr3L:8821040-8831340,"dally,CG32026,CG13309,","0,3361,-21832,", CG32026 ,3361,1911.7,2915.8,3657.8,0.94, // ,0.5226,1.9134,150.0398
186,chr2R,2401930,2402380,2402200,2498,Intronic,http://genome.ucsc.edu/cgi-bin/hgTracks?position=chr2R:2396930-2407380,"jing,CG15233,CG15234,","0,85209,92294,", jing ,12437,886.9,2674.1,3938.1,2.15, // ,0.2252,4.4402,173.2564
187,chr3L,17409370,17409750,17409550,2550.1,Intronic,http://genome.ucsc.edu/cgi-bin/hgTracks?position=chr3L:17404370-17414750,"blot,sec3,CG7630,","0,5329,9037,", blot ,689,1584.9,2628,3459.9,1.13, // ,0.4581,2.183,353.0074
188,chr3L,4757600,4757960,4757790,2498,Promoter,http://genome.ucsc.edu/cgi-bin/hgTracks?position=chr3L:4752600-4762960,"Gef64C,CG13711,CG12493,","0,238,-4072,", CG13711 ,238,3690.7,2410.2,1399.3,-1.4, \\ ,2.6376,0.3791,14.453
189,chr3L,13830610,13830940,13830760,2507.7,Intergenic,http://genome.ucsc.edu/cgi-bin/hgTracks?position=chr3L:13825610-13835940,"CG8757,CG8750,Tsp68C,","3613,4927,6200,", CG8757 ,4580,3378.8,2279.8,1877,-0.85, \- ,1.8001,0.5555,32.1763
190,chr2R,2487890,2488230,2488070,2476.7,CDS,http://genome.ucsc.edu/cgi-bin/hgTracks?position=chr2R:2482890-2493230,"jing,CG15233,CG15234,","0,0,6424,", CG15233 ,413,2394.8,2734,2307.2,-0.05, -- ,1.038,0.9634,61.1094
191,chr2L,1525190,1525540,1525380,2600.1,Intergenic,http://genome.ucsc.edu/cgi-bin/hgTracks?position=chr2L:1520190-1530540,"Or22b,Or22a,halo,","-1121,-3229,-7196,", Or22b ,2690,2553.4,2584.6,2662.4,0.06, -- ,0.959,1.0427,32.0425
192,chr3R,12690510,12691100,12690690,2468.8,Intergenic,http://genome.ucsc.edu/cgi-bin/hgTracks?position=chr3R:12685510-12696100,"CG10349,abd-A,Abd-B,","14759,-34921,62241,", CG10349 ,14759,2310.3,2427.7,2701.9,0.23, -- ,0.8551,1.1695,42.6995
